zipcode,all_reviews
10003,"Look, I don't care, i love trashy-like bars. Give me elite VIP vibes, I'm outta here.
Coyote Ugly feels like middle of nowhere-road bars from Tarantino... It was my first time visiting Coyote Ugly and it was VERY different. They played different pop music and wasn't packed, which it doesn't mean it wasn't... Used to love this place. Came here tonight and noticed half the place is missing! New bathrooms, but all the booths are gone ? Ordered a bunch of drinks for..."
10011,"Always love this place.
A Frank London and his band were extremely entertaining rocking out with great energy. Psychedelicatessen an eclectic mix of Klezmer... The Stone is now located at the New School on the first floor of the building at 55 W. 13th St. It's just a bare room with a bunch of chairs. The sight... I was walking by the Stone, and I stopped to chat with the two guys standing outside.

peter d: Who's playing tonight?
Guy 1: We are. 
peter d: Oh...who are..."
10036,"This review is completely biased because I got a front row seat for the first time of my life. It was like watching a play in your living room. I've never... Went here on January 7,2020 to see A Soldier's Play. 

Location: Right on 42 street across from McDonald's. Almost every train will get you close to this... Loved the show we saw but not my favorite broadway theater because 1) no middle aisle means you will be getting up a LOT if you're sitting closer to the..."
10014,"Excellent, excellent, excellent. My 5 star rating (like all my other ratings) is for the food only. The atmosphere was romantic but lively.

Back to the... I came here on my own one night after the opera (I date myself on a regular basis). I often go to the Smith across from Lincoln Center (proximity reasons... So sad this place let me down. It impresses Sarah Jessica Parker and Andy Cohen, but sadly one of our entrees was inedible.

The atmosphere is so cool. You..."
10019,"Lovely bar with great characters serving bar. Great place for a meetup with friends or a first date! Enjoy the chat with the barkeeps or the taste of the... Great drinks and prices. Amazing staff. Best place to go for early happy hour especially on a Friday when you want to get the weekend started early.... I had some time to kill after volunteering to pour beer at an event this weekend, my friends bailed on me for the day, I had to attend the event later (oh..."
10009,"So cute. I've been here a bunch of times before and have loved their rotating seasonal menu. They have happy hour! 

Tried the White Truffle, Sakura (with... 3.5 stars

A long time ago, I was out of work and job-hunting. In between tedious applications and callbacks, I decided to take the free time to study one... On Saturday night the bar was packed with only standing room available. The cocktail menu had the most interesting cocktails I've ever seen. From boba to..."
10003,"STAY AT HOME, EVERYONE. FLATTEN THE CURVE!!!

Popular spot, but not too popular that you can't snag a seat at the bar. We just stopped in for some amaros... Cool chill spot. A boilermaker is a beer and a shot for all those not in the know. They have all different types on the menu or you can choose your own.... I came during the holidays, when the bar transforms into Sippin' Santa, and thought it was really fun. Weeknight crowd was chill and my friend and I got a..."
10018,"The hunt for a decent bar/restaurant that was not too far from either downtown or uptown manhattan was not easy. We settled on Proper West because of its... So I've been twice. Both times for brunch and both times using pulsd deals. The first time was an ok experience. My dish the breakfast burrito came cool... This is a really cute place to grab drinks with coworkers/friends or even grab a bite a eat.
My friend and I stopped by because we have the Tippler cocktail..."
10021,Met my husband here and forever grateful for pony bar for bringing us together! Will always be a special place for us! Not that busy even on a Friday night but we enjoyed our time here! They even had a sour beer which I enjoyed and I like their wings--double fried! And the... The build up on the  Salt and Pepper shakers and the Sriracha is GROSS and  the customer service  is the same as the condiment holder .... I had to ask for...
10002,"Outstanding for the music and entertainment. The DJ was spot on and had a great skill set and cranked out a great blend of music. The crowd was very young... This place is absolute trash. The bouncers are racist. Came on a Saturday night with 8 friends and the club was completely empty and the bouncers wouldn't... If a 0-star rating were possible this would be it. As the other terrible reviews state - this place is absolute trash, the bouncers are completely racist..."
